gas_param,client_name,runtime_ms,conf_int_low,conf_int_high,selected_test,selected_opcode,selected_model_coef_name,glue_adjustment,param_account_mode,param_existing_slots,param_opcode,new_gas_decimal,new_gas_rounded
COLD_STORAGE_ACCESS,geth,0.024046796427222773,0.02351653784955231,0.024529320936764337,test_sload_bloated,SLOAD,target_coef,0.0,,False,,2404.6796427222775,2405
COLD_STORAGE_WRITE,erigon,0.28726730032689707,0.270503780952525,0.3014006617235764,test_sstore_bloated,SSTORE,target_coef,0.0,,False,,28726.730032689706,28727
COLD_ACCOUNT_NOCODE_ACCESS,geth,0.022618914886031946,0.021538477301718074,0.02372481850135417,test_account_access,STATICCALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,STATICCALL,2261.891488603195,2262
COLD_ACCOUNT_CODE_ACCESS,erigon,0.049461282077164236,0.04458936747852018,0.05352986336376783,test_account_access,CALLCODE,target_coef,0.0,AccountMode.EXISTING_CONTRACT,,CALLCODE,4946.128207716424,4947
COLD_ACCOUNT_NOCODE_WRITE,erigon,0.26525071615943313,0.24927464823034748,0.2812465461147458,test_account_access,CALL,target_coef,0.0,AccountMode.NON_EXISTING_ACCOUNT,,CALL,26525.071615943314,26526
COLD_ACCOUNT_CODE_WRITE,erigon,0.27468700646369,0.26870841375234794,0.2809329749035405,test_account_access,CALL,target_coef,0.0,AccountMode.EXISTING_CONTRACT,,CALL,27468.700646368998,27469
WARM_ACCESS,besu,0.0006251871283236856,0.0005874412659952658,0.0006623482478827057,test_ext_account_query_warm,CALLCODE,target_coef,0.0,,,CALLCODE,62.518712832368564,63
STORAGE_WRITE,,,,,,,,0.0,,,,26322.0,26322
ACCOUNT_WRITE,,,,,,,,0.0,,,,24264.0,24264
REFUND_STORAGE_CLEAR,,,,,,,,0.0,,,,27577.92,27578
TX_ACCESS_LIST_STORAGE_KEY,,,,,,,,0.0,,,,2405.0,2405
TX_ACCESS_LIST_ADDRESS,,,,,,,,0.0,,,,4947.0,4947
